bhk,type,locality,area,price,price_unit,region,status,age,price_in_USD
2,0,7936,900,1.4,Cr,41,1,New,168000.0
1,0,9447,624,1.29,Cr,8,1,New,154800.0
1,0,2281,650,36.0,L,76,0,Unknown,43200.0
2,0,2758,1125,2.2,Cr,30,0,Unknown,264000.0
1,3,1762,345,21.0,L,47,1,New,25200.0
1,0,1762,560,36.0,L,47,1,New,43200.0
1,3,1762,360,22.0,L,47,1,New,26400.0
1,0,1762,490,32.0,L,47,1,New,38400.0
1,0,1762,585,38.0,L,47,1,New,45600.0
1,3,1762,390,25.0,L,47,1,New,30000.0
1,0,1762,530,35.0,L,47,1,New,42000.0
2,0,2406,1200,2.15,Cr,107,0,Unknown,258000.0
3,0,7216,1040,2.0,Cr,30,0,Unknown,240000.0
1,0,8772,675,26.0,L,4,1,Unknown,31200.0
1,0,8772,915,35.0,L,4,1,Unknown,42000.0
2,0,9502,900,1.1,Cr,80,1,Unknown,132000.0
1,0,4376,636,32.0,L,3,1,New,38400.0
1,0,2319,705,49.0,L,75,1,Unknown,58800.0
1,0,2319,705,49.0,L,75,1,Unknown,58800.0
1,0,8786,475,34.0,L,76,0,Unknown,40800.0
1,0,8786,475,34.0,L,76,0,Unknown,40800.0
1,0,2319,715,50.0,L,75,1,Unknown,60000.0
1,0,2319,715,50.0,L,75,1,Unknown,60000.0
1,0,8786,475,34.0,L,76,0,Unknown,40800.0
1,0,7054,700,29.0,L,4,0,Unknown,34800.0
1,0,8772,640,26.5,L,4,1,Unknown,31800.0
1,0,5179,479,41.0,L,76,1,Unknown,49200.0
1,0,534,613,24.0,L,15,1,Unknown,28800.0
2,0,1873,1080,66.0,L,75,1,Unknown,79200.0
1,0,437,625,25.1,L,4,1,Unknown,30120.0
1,0,4847,523,26.5,L,190,0,Unknown,31800.0
1,0,318,505,33.75,L,4,0,Unknown,40500.0
1,0,4121,615,23.51,L,196,0,Unknown,28212.0
1,0,4121,615,23.51,L,196,0,Unknown,28212.0
3,0,2817,1414,2.85,Cr,30,0,Unknown,342000.0
2,0,3434,1100,85.0,L,76,0,Unknown,102000.0
1,0,9372,490,50.0,L,193,1,Unknown,60000.0
1,0,3305,675,25.5,L,3,0,Unknown,30600.0
2,0,4492,856,34.0,L,4,0,New,40800.0
2,0,2758,1125,2.2,Cr,30,0,Unknown,264000.0
2,0,2779,1180,2.1,Cr,30,0,Unknown,252000.0
1,0,7476,560,97.0,L,61,0,Unknown,116400.0
2,0,2571,1165,2.1,Cr,107,0,Unknown,252000.0
3,0,3047,1495,2.3,Cr,107,0,Unknown,276000.0
2,0,4251,1150,2.1,Cr,107,0,Unknown,252000.0
2,0,3609,983,1.4,Cr,23,0,Unknown,168000.0
2,0,1263,1001,1.6,Cr,23,0,Unknown,192000.0
2,0,8752,803,1.42,Cr,23,1,Unknown,170400.0
2,0,25,960,1.25,Cr,23,0,Unknown,150000.0
2,0,7196,676,1.18,Cr,23,1,New,141600.0
2,0,2665,1118,1.8,Cr,23,0,Unknown,216000.0
2,0,6049,840,1.15,Cr,23,0,Resale,138000.0
2,0,830,970,1.25,Cr,23,0,Unknown,150000.0
2,0,8025,663,1.0,Cr,23,1,New,120000.0
2,0,8555,1000,1.3,Cr,23,0,Unknown,156000.0
1,0,2959,600,99.0,L,23,0,Unknown,118800.0
2,0,8675,750,42.0,L,217,0,Resale,50400.0
1,0,7365,671,45.0,L,47,1,Resale,54000.0
1,0,296,560,32.0,L,217,0,Unknown,38400.0
2,0,4251,1150,2.3,Cr,107,0,Unknown,276000.0
1,0,1873,705,42.0,L,75,1,Unknown,50400.0
2,0,2571,1165,2.2,Cr,107,0,Unknown,264000.0
4,0,3183,3573,4.5,Cr,61,0,Unknown,540000.0
2,0,4063,1080,1.7,Cr,61,0,Unknown,204000.0
2,0,2593,790,1.36,Cr,80,1,Unknown,163200.00000000003
2,0,3193,1233,1.8,Cr,23,0,Resale,216000.0
3,0,4081,1405,2.3,Cr,23,0,Resale,276000.0
3,0,4083,900,1.75,Cr,23,0,Resale,210000.0
3,0,2665,1287,2.1,Cr,23,0,Unknown,252000.0
2,0,1550,850,1.3,Cr,23,0,New,156000.0
1,0,2571,675,1.2,Cr,107,0,Unknown,144000.0
3,0,4077,1342,2.1,Cr,23,0,Unknown,252000.0
3,0,3193,1683,2.4,Cr,23,0,Unknown,288000.0
1,0,1135,620,1.1,Cr,61,0,Unknown,132000.0
3,0,2665,1287,2.4,Cr,23,0,Unknown,288000.0
2,0,1262,918,1.4,Cr,81,0,Resale,168000.0
2,0,1898,1100,1.75,Cr,107,0,Unknown,210000.0
2,0,7344,517,80.0,L,198,0,Unknown,96000.0
2,0,3036,1130,96.0,L,198,0,Unknown,115200.0
3,0,4742,1021,1.6,Cr,198,0,Unknown,192000.0
1,0,1209,773,80.0,L,41,0,Unknown,96000.0
1,0,9482,430,16.5,L,15,0,Unknown,19800.0
1,0,7332,674,75.0,L,117,1,Unknown,90000.0
2,0,3100,965,1.05,Cr,117,0,Unknown,126000.0
2,0,2758,940,2.2,Cr,30,0,Unknown,264000.0
1,0,6134,350,32.0,L,117,0,Unknown,38400.0
3,0,7216,1040,2.0,Cr,30,0,Unknown,240000.0
2,0,448,740,1.47,Cr,80,1,New,176400.0
2,0,724,1015,1.45,Cr,30,0,Unknown,174000.0
2,0,9237,1051,1.65,Cr,30,0,Unknown,198000.0
2,0,7226,971,1.95,Cr,30,1,Unknown,234000.0
3,0,930,1600,2.7,Cr,30,0,Unknown,324000.0
1,0,2587,562,1.15,Cr,30,0,Unknown,138000.0
2,0,2909,856,1.75,Cr,30,0,Unknown,210000.0
2,0,2758,940,2.2,Cr,30,0,Unknown,264000.0
1,0,1930,654,1.02,Cr,108,0,Unknown,122400.0
1,0,8639,675,30.0,L,217,0,Unknown,36000.0
2,0,1931,949,1.5,Cr,108,0,Unknown,180000.0
2,0,7057,916,1.5,Cr,108,1,Unknown,180000.0
1,0,7916,507,80.0,L,108,1,Unknown,96000.0
2,0,180,933,1.3,Cr,108,0,Unknown,156000.0
2,0,2645,875,35.8,L,217,0,Unknown,42959.99999999999
1,0,1873,705,42.0,L,75,1,Unknown,50400.0
2,0,7916,767,1.35,Cr,108,1,Unknown,162000.0
2,0,4334,640,72.0,L,117,0,Unknown,86400.0
3,0,3770,1335,55.0,L,217,0,Unknown,66000.0
2,0,1798,1140,1.45,Cr,91,0,Unknown,174000.0
2,0,1867,1150,92.0,L,91,0,Unknown,110400.0
2,0,1326,1100,35.0,L,16,0,Resale,42000.0
3,0,1211,1820,3.3,Cr,61,0,Unknown,396000.0
1,0,1349,600,45.0,L,91,0,Unknown,54000.0
1,0,9765,650,40.5,L,76,1,New,48600.0
1,0,2266,408,77.27,L,213,1,New,92724.0
1,0,2266,444,83.88,L,213,1,New,100656.0
1,0,2266,390,73.96,L,213,1,New,88751.99999999999
2,0,1873,1080,66.0,L,75,1,Unknown,79200.0
3,0,4308,1020,2.62,Cr,31,0,Unknown,314400.0
2,0,4890,980,98.0,L,117,0,Unknown,117600.0
1,0,2587,562,1.13,Cr,30,0,Unknown,135599.99999999997
2,0,779,1176,1.1,Cr,91,0,Unknown,132000.0
2,0,5615,1050,98.0,L,91,0,Unknown,117600.0
2,0,3017,1200,90.0,L,91,0,Unknown,108000.0
1,0,7054,946,37.0,L,4,1,Unknown,44400.0
1,0,5356,550,77.0,L,94,0,Unknown,92400.0
2,0,7754,1000,95.0,L,94,0,Resale,114000.0
2,0,3177,864,53.5,L,47,0,Unknown,64200.0
1,0,7406,700,23.0,L,4,0,Unknown,27600.0
3,0,3910,2000,5.5,Cr,8,0,Unknown,660000.0
1,0,4095,670,31.99,L,26,0,Unknown,38388.0
1,0,4095,670,32.0,L,26,0,Unknown,38400.0
2,0,1012,1215,2.2,Cr,30,0,Unknown,264000.0
1,0,4095,670,31.99,L,26,0,Unknown,38388.0
2,0,4095,920,41.99,L,26,0,Unknown,50388.0
2,0,2584,1250,89.0,L,78,0,New,106800.0
1,0,5179,620,37.5,L,76,1,Unknown,45000.0
2,0,3756,523,57.0,L,188,1,New,68400.0
1,0,3756,378,41.0,L,188,1,New,49200.0
2,0,3756,564,61.0,L,188,1,New,73200.0
1,0,3756,382,43.0,L,188,1,New,51600.0
2,0,1427,680,1.45,Cr,31,0,Unknown,174000.0
1,0,126,650,18.2,L,125,0,Resale,21840.0
1,0,2288,585,58.0,L,117,0,Resale,69600.0
2,0,8170,563,87.82,L,117,1,New,105384.0
1,0,8170,397,61.16,L,117,1,New,73392.0
3,0,977,887,1.1,Cr,76,1,New,132000.0
2,0,977,640,63.0,L,76,1,New,75600.0
4,0,977,1279,1.67,Cr,76,1,New,200400.0
1,0,3614,452,48.21,L,140,1,New,57852.0
2,0,3614,913,97.38,L,140,1,New,116856.0
1,0,3614,420,44.8,L,140,1,New,53760.0
2,0,3614,581,61.97,L,140,1,New,74364.0
2,0,3614,745,79.46,L,140,1,New,95351.99999999999
1,0,3614,449,47.89,L,140,1,New,57468.0
2,0,3614,903,96.32,L,140,1,New,115584.0
2,0,3160,810,1.97,Cr,119,1,New,236400.0
3,0,3160,1146,2.76,Cr,119,1,New,331199.99999999994
3,0,3160,977,2.35,Cr,119,1,New,282000.0
2,0,3160,750,1.77,Cr,119,1,New,212400.0
2,0,8686,570,43.0,L,124,1,New,51600.0
3,0,8686,751,57.0,L,124,1,New,68400.0
1,0,8686,407,32.0,L,124,1,New,38400.0
2,0,4297,639,49.54,L,205,1,New,59448.0
2,0,4297,636,49.28,L,205,1,New,59136.0
1,0,4297,460,35.69,L,205,1,New,42828.0
1,0,4297,446,34.66,L,205,1,New,41591.99999999999
2,0,4297,633,49.03,L,205,1,New,58836.0
1,0,4297,464,36.2,L,205,1,New,43440.00000000001
1,0,7642,725,62.0,L,117,0,New,74400.0
2,0,7642,1055,86.0,L,117,0,New,103200.0
1,0,7642,705,62.0,L,117,0,New,74400.0
1,0,7642,725,62.0,L,117,0,New,74400.0
1,0,7642,725,62.0,L,117,0,New,74400.0
2,0,7642,1055,86.0,L,117,0,New,103200.0
2,0,7642,1055,86.0,L,117,0,New,103200.0
1,0,7642,705,62.0,L,117,0,New,74400.0
1,0,7642,705,62.0,L,117,0,New,74400.0
3,0,111,1525,1.43,Cr,117,0,Unknown,171600.0
2,0,2246,981,1.66,Cr,194,0,New,199200.0
2,0,2246,915,1.55,Cr,194,0,New,186000.0
2,0,2246,883,1.49,Cr,194,0,New,178800.0
2,0,2246,879,1.48,Cr,194,0,New,177600.0
2,0,2246,928,1.57,Cr,194,0,New,188400.0
2,0,2246,919,1.55,Cr,194,0,New,186000.0
2,0,2246,800,1.35,Cr,194,0,New,162000.0
3,0,2246,1012,2.0,Cr,194,0,New,240000.0
2,0,2246,766,1.29,Cr,194,0,New,154800.0
2,0,7345,740,1.28,Cr,91,1,New,153600.0
2,0,7345,710,1.25,Cr,91,1,New,150000.0
3,0,7345,1012,1.75,Cr,91,1,New,210000.0
2,0,7122,606,64.29,L,47,1,New,77148.00000000001
2,0,7122,669,69.71,L,47,1,New,83651.99999999999
2,0,7122,504,54.2,L,47,1,New,65040.0
2,0,7122,507,53.59,L,47,1,New,64308.0
2,0,7122,632,66.9,L,47,1,New,80280.00000000001
3,0,7122,918,99.99,L,47,1,New,119988.0
2,0,7122,656,68.43,L,47,1,New,82116.00000000001
2,0,7122,554,56.36,L,47,1,New,67632.0
2,0,7122,660,67.35,L,47,1,New,80819.99999999999
2,0,7122,528,54.56,L,47,1,New,65472.0
2,0,7122,497,50.0,L,47,1,New,60000.0
3,0,7122,908,86.0,L,47,1,New,103200.0
2,0,7122,679,71.77,L,47,1,New,86124.0
3,0,7122,850,85.51,L,47,1,New,102612.0
2,0,7122,582,61.02,L,47,1,New,73224.0
2,0,7122,549,57.3,L,47,1,New,68760.0
2,0,4794,614,82.68,L,194,1,New,99216.00000000001
2,0,4794,717,96.55,L,194,1,New,115860.0
1,0,1071,620,29.14,L,217,1,New,34968.0
2,0,1071,905,42.53,L,217,1,New,51036.0
2,0,7179,899,2.3,Cr,189,1,Unknown,276000.0
1,0,3817,720,27.75,L,16,0,Unknown,33300.0
1,0,9100,654,22.49,L,16,0,Unknown,26988.0
1,0,7452,515,73.99,L,80,0,Unknown,88787.99999999999
1,0,2281,594,36.0,L,76,0,Unknown,43200.0
3,0,7201,1300,3.25,Cr,108,0,Unknown,390000.0
3,0,3183,1333,3.9,Cr,61,0,Unknown,468000.0
2,0,8701,450,42.5,L,124,1,New,51000.0
1,0,8701,285,31.49,L,124,1,New,37788.0
2,0,753,864,4.31,Cr,141,1,New,517199.99999999994
3,0,753,1318,6.59,Cr,141,1,New,790800.0
2,0,753,860,4.29,Cr,141,1,New,514800.0
2,0,753,1145,5.72,Cr,141,1,New,686400.0
2,0,2987,750,1.79,Cr,120,1,New,214800.0
2,0,2987,880,2.39,Cr,120,1,New,286800.0
3,0,2987,1262,3.39,Cr,120,1,New,406800.0
2,0,2987,612,1.54,Cr,120,1,New,184800.0
3,0,2987,1024,3.0,Cr,120,1,New,360000.0
3,0,2987,976,2.79,Cr,120,1,New,334800.0
2,0,2987,756,1.89,Cr,120,1,New,226800.0
3,0,8875,1325,1.58,Cr,194,0,Unknown,189600.0
3,0,3347,1168,2.51,Cr,80,1,Unknown,301199.99999999994
2,0,3347,991,1.96,Cr,80,1,Unknown,235200.0
1,0,5491,750,1.3,Cr,8,0,Unknown,156000.0
1,0,4598,580,1.78,Cr,34,1,New,213600.0
1,0,4598,438,1.34,Cr,34,1,New,160800.0
3,0,8680,968,2.22,Cr,62,1,New,266400.00000000006
2,0,8680,646,1.47,Cr,62,1,New,176400.0
1,0,3125,414,79.29,L,194,1,New,95148.00000000001
1,0,3125,366,70.12,L,194,1,New,84144.0
2,0,3125,610,1.31,Cr,194,1,New,157200.0
2,0,3125,609,1.3,Cr,194,1,New,156000.0
1,0,3125,457,87.53,L,194,1,New,105036.0
1,0,5255,401,69.11,L,194,1,New,82932.0
1,0,5255,384,66.12,L,194,1,New,79344.0
2,0,7778,791,1.45,Cr,80,0,Unknown,174000.0
4,0,6487,2200,8.25,Cr,32,0,Resale,990000.0
2,0,5753,811,1.45,Cr,189,0,Resale,174000.0
3,0,6236,950,90.0,L,2,0,Resale,108000.0
2,0,6850,1000,1.6,Cr,8,0,Resale,192000.0
2,0,4260,980,37.0,L,196,0,Unknown,44400.0
2,0,5725,1050,1.3,Cr,2,0,Resale,156000.0
1,0,6705,550,65.0,L,94,0,Resale,78000.0
1,0,3299,690,23.0,L,4,0,Unknown,27600.0
2,0,3258,616,70.0,L,194,1,Unknown,84000.0
1,0,3258,410,45.0,L,194,1,Unknown,54000.0
2,0,3153,813,82.0,L,194,1,Unknown,98400.0
1,0,3153,569,66.0,L,194,1,Unknown,79200.0
3,0,3116,1440,1.5,Cr,194,0,Resale,180000.0
3,0,3116,1180,1.3,Cr,194,0,Unknown,156000.0
2,0,3116,930,90.0,L,194,0,Unknown,108000.0
2,0,3116,699,80.0,L,194,0,Unknown,96000.0
1,0,3116,670,68.0,L,194,0,Unknown,81600.0
3,0,213,940,1.21,Cr,91,1,New,145200.0
1,0,213,584,75.5,L,91,1,New,90600.0
1,0,213,476,63.2,L,91,1,New,75840.0
3,0,213,1025,1.35,Cr,91,1,New,162000.0
2,0,213,630,85.0,L,91,1,New,102000.0
1,0,4599,380,31.0,L,15,1,New,37200.0
2,0,3156,672,1.03,Cr,194,1,New,123600.0
2,0,3156,735,1.08,Cr,194,1,New,129600.0
3,0,3156,955,1.56,Cr,194,1,New,187200.0
2,0,3156,626,96.29,L,194,1,New,115548.0
1,0,3156,438,67.0,L,194,1,New,80400.0
2,0,9701,850,76.0,L,140,1,Unknown,91200.0
2,0,9701,666,58.0,L,140,1,Unknown,69600.0
1,0,9701,526,47.0,L,140,1,Unknown,56400.0
2,0,3223,1050,45.0,L,48,0,Unknown,54000.0
2,0,7204,1250,3.7,Cr,8,0,Unknown,444000.0
2,0,8206,1038,94.0,L,91,0,Unknown,112800.0
3,0,7749,1514,2.3,Cr,79,0,Unknown,276000.0
1,0,4928,871,85.0,L,79,0,Unknown,102000.0
3,0,7308,900,2.5,Cr,79,1,New,300000.0
2,0,7308,560,1.33,Cr,79,1,New,159600.0
2,0,7308,700,1.7,Cr,79,1,New,204000.0
3,0,213,940,1.25,Cr,91,1,New,150000.0
2,0,213,630,86.5,L,91,1,New,103800.0
2,0,2395,984,81.0,L,117,0,New,97200.0
1,0,2395,769,65.0,L,117,0,New,78000.0
2,0,2395,974,79.0,L,117,0,New,94800.0
2,0,2395,1137,92.0,L,117,0,New,110400.0
2,0,2395,1013,82.99,L,117,0,New,99587.99999999999
1,0,9381,483,18.15,L,136,0,New,21779.999999999996
1,0,9488,312,18.69,L,136,1,New,22428.000000000004
1,0,9488,294,18.23,L,136,1,New,21876.0
1,0,9488,382,19.2,L,136,1,New,23040.0
1,0,9488,291,18.1,L,136,1,New,21720.000000000004
1,0,9488,317,18.97,L,136,1,New,22764.0
1,0,9488,290,18.0,L,136,1,New,21600.0
3,0,5111,1174,3.16,Cr,56,1,New,379200.0
1,0,5111,296,79.92,L,56,1,New,95904.0
4,0,5111,1464,3.95,Cr,56,1,New,474000.0
3,0,5111,1127,3.04,Cr,56,1,New,364800.0
2,0,5111,811,2.18,Cr,56,1,New,261600.0
2,0,5111,585,1.57,Cr,56,1,New,188400.0
1,0,5111,419,1.13,Cr,56,1,New,135599.99999999997
1,0,145,457,1.07,Cr,56,1,New,128400.0
2,0,145,660,1.55,Cr,56,1,New,186000.0
1,0,145,516,1.21,Cr,56,1,New,145200.0
2,0,145,700,1.64,Cr,56,1,New,196799.99999999997
3,0,145,873,2.05,Cr,56,1,New,246000.0
2,0,145,696,1.63,Cr,56,1,New,195599.99999999997
1,0,416,395,57.93,L,117,1,New,69516.0
2,0,416,554,75.71,L,117,1,New,90851.99999999999
2,0,416,544,74.34,L,117,1,New,89208.0
1,0,416,377,55.29,L,117,1,New,66348.0
2,0,416,566,77.35,L,117,1,New,92819.99999999999
1,0,4805,301,39.99,L,194,1,New,47988.0
2,0,4805,474,66.99,L,194,1,New,80387.99999999999
3,0,5008,1500,21.5,Cr,79,0,Unknown,2580000.0
1,0,1303,296,14.91,L,136,1,New,17892.0
1,0,1303,312,15.72,L,136,1,New,18864.0
1,0,1303,313,15.77,L,136,1,New,18924.0
2,0,1303,396,19.95,L,136,1,New,23940.0
1,0,1303,209,10.53,L,136,1,New,12636.0
1,0,1303,223,11.23,L,136,1,New,13476.0
1,0,1303,182,9.17,L,136,1,New,11004.0
1,0,1303,179,9.02,L,136,1,New,10824.0
2,0,1303,381,19.2,L,136,1,New,23040.0
2,0,1303,397,20.0,L,136,1,New,24000.0
2,0,1303,479,24.14,L,136,1,New,28968.0
2,0,1303,367,18.49,L,136,1,New,22187.999999999996
1,0,1303,315,15.87,L,136,1,New,19044.0
1,0,4449,329,13.25,L,136,0,New,15900.0
1,0,4449,313,12.61,L,136,0,New,15132.0
1,0,4449,343,13.82,L,136,0,New,16584.0
1,0,4449,311,12.53,L,136,0,New,15036.0
2,0,4449,419,16.88,L,136,0,New,20256.0
2,0,4449,456,18.37,L,136,0,New,22044.0
1,0,4449,324,13.05,L,136,0,New,15660.0
1,0,4449,331,13.33,L,136,0,New,15996.0
1,0,4449,398,16.03,L,136,0,New,19236.0
2,0,4449,481,19.38,L,136,0,New,23256.0
1,0,7642,725,57.42,L,117,0,New,68904.0
2,0,7642,1055,83.55,L,117,0,New,100260.0
1,0,7642,705,55.83,L,117,0,New,66996.0
3,0,2415,786,1.02,Cr,117,0,New,122400.0
1,0,2415,384,50.99,L,117,0,New,61188.0
2,0,2415,538,72.99,L,117,0,New,87587.99999999999
1,0,2437,302,18.75,L,124,1,New,22500.0
2,0,2437,472,29.31,L,124,1,New,35172.0
1,0,2437,292,18.13,L,124,1,New,21756.0
2,0,8686,570,43.0,L,124,1,New,51600.0
3,0,8686,751,57.0,L,124,1,New,68400.0
1,0,8686,407,32.0,L,124,1,New,38400.0
1,0,2395,769,56.9,L,117,0,New,68280.0
2,0,2395,1137,84.13,L,117,0,New,100956.0
3,0,1808,1283,2.25,Cr,30,0,Unknown,270000.0
2,0,9406,521,1.09,Cr,56,1,New,130800.0
2,0,9406,541,1.13,Cr,56,1,New,135599.99999999997
1,0,9406,385,81.5,L,56,1,New,97800.0
1,0,9406,407,85.47,L,56,1,New,102564.0
2,0,9406,531,1.11,Cr,56,1,New,133200.00000000003
1,0,9406,388,82.13,L,56,1,New,98556.0
1,0,69,505,81.0,L,41,1,Unknown,97200.0
1,0,1938,650,1.1,Cr,30,0,Unknown,132000.0
3,0,5050,1017,1.55,Cr,62,1,New,186000.0
2,0,2946,1100,87.0,L,91,0,Unknown,104400.0
2,0,7228,848,1.58,Cr,194,0,New,189600.0
2,0,7228,687,1.28,Cr,194,0,New,153600.0
3,0,7228,1153,2.1,Cr,194,0,New,252000.0
2,0,7228,746,1.38,Cr,194,0,New,165599.99999999997
2,0,7228,713,1.3,Cr,194,0,New,156000.0
2,0,7228,828,1.55,Cr,194,0,New,186000.0
2,0,7228,811,1.4,Cr,194,0,New,168000.0
2,0,7228,848,1.58,Cr,194,0,New,189600.0
3,0,7228,1234,2.2,Cr,194,0,New,264000.0
2,0,7228,698,1.3,Cr,194,0,New,156000.0
1,0,2587,552,1.15,Cr,30,0,Unknown,138000.0
3,0,9696,1446,3.33,Cr,79,1,Unknown,399600.0
1,0,1607,387,76.0,L,79,1,Unknown,91200.0
1,0,2783,650,1.0,Cr,30,0,Unknown,120000.0
2,0,7936,955,1.6,Cr,41,1,Resale,192000.0
1,0,4591,457,42.5,L,76,1,New,51000.0
1,0,4591,375,32.5,L,76,1,New,39000.0
2,0,4591,568,53.0,L,76,1,New,63600.0
2,0,7884,671,1.98,Cr,147,1,New,237600.0
2,0,7884,888,2.35,Cr,147,1,New,282000.0
3,0,7884,1645,4.75,Cr,147,1,New,570000.0
3,0,7884,1068,3.52,Cr,147,1,New,422400.0
1,0,7149,386,1.0,Cr,120,1,New,120000.0
2,0,3530,1050,1.9,Cr,81,0,Unknown,228000.0
2,0,5300,808,2.52,Cr,215,0,Unknown,302400.0
1,0,5079,486,53.0,L,194,1,New,63600.0
1,0,4805,301,39.99,L,194,1,New,47988.0
2,0,4805,474,66.99,L,194,1,New,80387.99999999999
2,0,8564,620,1.28,Cr,23,1,New,153600.0
1,0,8564,450,95.0,L,23,1,New,114000.0
2,0,4666,940,38.0,L,15,0,New,45600.0
2,0,593,1350,3.75,Cr,1,0,Resale,450000.0
2,0,5180,800,48.0,L,76,0,Resale,57600.0
1,0,5201,580,32.0,L,76,0,Resale,38400.0
1,0,5201,577,32.0,L,76,0,Resale,38400.0
1,0,5201,577,32.0,L,76,0,Resale,38400.0
2,0,5300,956,1.95,Cr,215,0,New,234000.0
3,0,361,2340,5.1,Cr,220,0,Resale,612000.0
2,0,5300,911,2.7,Cr,215,0,New,324000.0
2,0,361,1350,2.9,Cr,220,1,New,348000.0
2,0,5299,904,2.67,Cr,215,0,New,320400.0
1,0,5299,656,1.73,Cr,215,0,New,207600.0
2,0,8849,975,2.94,Cr,216,0,New,352800.0
4,0,3249,2800,7.5,Cr,100,0,Resale,900000.0
2,0,1509,680,2.25,Cr,1,0,Resale,270000.0
2,0,4057,869,1.39,Cr,107,1,New,166799.99999999997
1,0,2938,368,18.5,L,136,0,New,22200.0
2,0,2938,598,28.89,L,136,0,New,34668.0
2,0,2938,455,28.34,L,136,0,New,34008.0
1,0,2938,425,18.75,L,136,0,New,22500.0
1,0,2938,365,18.05,L,136,0,New,21660.0
2,0,2415,539,82.0,L,117,0,New,98400.0
2,0,2415,538,82.0,L,117,0,New,98400.0
1,0,2415,426,70.2,L,117,0,New,84240.0
3,0,2415,1386,1.15,Cr,117,0,New,138000.0
2,0,2415,505,74.0,L,117,0,New,88800.0
2,0,2415,455,64.5,L,117,0,New,77400.0
3,0,2415,633,95.5,L,117,0,New,114600.0
2,0,2415,534,80.0,L,117,0,New,96000.0
2,0,2415,1098,1.7,Cr,117,0,New,204000.0
3,0,2415,786,97.1,L,117,0,New,116520.0
1,0,2415,693,95.5,L,117,0,New,114600.0
1,0,2415,384,63.2,L,117,0,New,75840.0
3,0,2415,645,96.5,L,117,0,New,115800.0
1,0,2415,349,62.2,L,117,0,New,74640.0
2,0,2415,981,99.9,L,117,0,New,119880.0
2,0,2415,583,93.7,L,117,0,New,112440.0
1,0,2415,365,63.2,L,117,0,New,75840.0
2,0,793,499,60.0,L,217,1,New,72000.0
1,0,793,347,36.5,L,217,1,New,43800.0
2,0,793,498,60.0,L,217,1,New,72000.0
1,0,793,373,40.0,L,217,1,New,48000.0
1,0,7240,331,33.99,L,217,1,New,40788.0
2,0,7240,512,43.99,L,217,1,New,52788.0
1,0,7098,353,83.05,L,81,1,New,99660.0
2,0,7098,474,1.13,Cr,81,1,New,135599.99999999997
1,0,7098,353,82.99,L,81,1,New,99587.99999999999
1,0,7098,370,86.99,L,81,1,New,104388.0
2,0,7098,475,1.16,Cr,81,1,New,139200.0
2,0,362,741,1.45,Cr,30,0,Unknown,174000.0
2,0,3295,672,3.2,Cr,100,1,New,384000.0
2,0,3295,668,2.78,Cr,100,1,New,333599.99999999994
2,0,1625,1129,2.1,Cr,80,0,Unknown,252000.0
1,0,1874,600,17.5,L,125,0,Resale,21000.0
3,0,5149,1440,65.0,L,125,0,Resale,78000.0
1,0,3499,665,46.0,L,205,0,Resale,55200.0
2,0,5703,585,57.0,L,205,0,Resale,68400.0
2,0,8012,690,89.0,L,80,1,New,106800.0
2,0,5703,755,57.0,L,205,0,Resale,68400.0
2,0,3498,1000,67.0,L,205,0,New,80400.0
2,0,5703,560,58.0,L,205,0,Resale,69600.0
3,0,5703,1250,83.0,L,205,0,Resale,99600.0
1,0,3499,685,52.0,L,205,0,Resale,62400.0
1,0,3499,695,53.0,L,205,0,Resale,63600.0
1,3,5887,556,33.0,L,205,0,New,39600.0
1,0,8550,575,78.0,L,23,0,New,93600.0
3,0,3193,1640,2.3,Cr,23,0,Resale,276000.0
1,0,3499,730,44.0,L,205,0,Resale,52800.0
3,0,2673,1150,2.34,Cr,194,1,New,280800.0
2,0,2673,808,1.64,Cr,194,1,New,196799.99999999997
1,0,2673,450,82.0,L,194,1,New,98400.0
4,0,2673,1753,3.96,Cr,194,1,New,475200.0
3,0,2673,1324,2.68,Cr,194,1,New,321600.0
2,0,2673,598,1.19,Cr,194,1,New,142800.0
3,0,2673,991,2.03,Cr,194,1,New,243599.99999999997
2,0,2673,663,1.37,Cr,194,1,New,164400.00000000003
2,0,2673,761,1.55,Cr,194,1,New,186000.0
3,0,2673,944,1.95,Cr,194,1,New,234000.0
2,0,2673,632,1.3,Cr,194,1,New,156000.0
1,0,2587,552,1.1,Cr,30,0,Unknown,132000.0
2,0,917,935,42.07,L,217,0,New,50484.0
1,0,917,805,36.22,L,217,0,New,43464.0
2,0,917,840,37.8,L,217,0,New,45359.99999999999
1,0,917,830,37.35,L,217,0,New,44820.0
2,0,917,905,40.72,L,217,0,New,48864.0
1,0,917,835,37.57,L,217,0,New,45084.0
2,0,917,865,38.92,L,217,0,New,46704.0
1,0,917,760,34.2,L,217,0,New,41040.00000000001
1,0,917,630,28.35,L,217,0,New,34020.0
2,0,917,820,36.9,L,217,0,New,44280.0
1,0,917,660,29.7,L,217,0,New,35640.0
2,0,917,950,42.75,L,217,0,New,51300.0
2,0,917,890,40.05,L,217,0,New,48059.99999999999
1,0,917,755,33.97,L,217,0,New,40764.0
2,0,917,910,40.95,L,217,0,New,49140.00000000001
1,0,917,615,27.67,L,217,0,New,33204.0
1,0,917,810,36.45,L,217,0,New,43740.00000000001
