bhk,type,locality,area,region,status,age,price_in_USD
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,650,8,0,1,24000.0
2,0,9030,670,28,0,1,21600.0
1,0,9056,729,140,0,1,50400.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,650,8,0,1,24000.0
1,0,6905,650,8,0,1,24000.0
1,0,6905,650,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,8493,675,83,0,1,57600.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
2,0,3296,900,79,1,1,234000.0
1,0,6905,650,8,0,1,24000.0
1,0,6905,650,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
2,0,1931,900,108,0,1,192000.0
1,0,9220,602,140,0,1,40800.0
1,0,5322,1111,79,0,1,133200.00000000003
4,0,4339,2000,155,0,1,1440000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,3,649,375,84,0,1,14172.0
1,0,649,400,84,0,1,15000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,650,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
3,0,2341,3300,100,0,1,1440000.0
1,0,6905,650,8,0,1,24000.0
2,0,1745,1134,190,0,1,90000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
2,0,2550,715,7,0,1,198000.0
2,0,2550,715,7,0,1,198000.0
2,0,2550,715,7,0,1,198000.0
2,0,2550,715,7,0,1,198000.0
2,0,2550,715,7,0,1,198000.0
2,0,2550,715,7,0,1,198000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
4,0,1623,1700,205,0,1,104400.0
1,0,6861,550,194,0,1,30000.0
2,0,5599,660,120,0,1,192000.0
2,0,6556,850,7,0,1,270000.0
1,0,6905,651,8,0,1,24000.0
2,0,5770,800,196,0,1,38400.0
1,0,6905,650,8,0,1,24000.0
2,0,5049,1380,4,0,1,66000.0
2,0,5049,995,4,1,1,45600.0
2,3,1179,421,7,0,1,110400.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,1446,672,188,0,1,60000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,650,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,235,533,213,0,1,105600.0
1,0,6905,651,8,0,1,24000.0
2,0,607,653,94,1,1,180000.0
2,0,607,653,94,1,1,180000.0
2,0,607,653,94,1,1,180000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,3604,700,61,0,1,106800.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
2,0,1501,770,56,0,1,216000.0
2,0,1501,770,56,0,1,216000.0
2,0,1501,770,56,0,1,216000.0
2,0,1501,770,56,0,1,216000.0
2,0,1501,770,56,0,1,216000.0
2,0,1501,770,56,0,1,216000.0
2,0,1501,770,56,0,1,216000.0
2,0,1501,770,56,0,1,216000.0
2,0,1501,770,56,0,1,216000.0
2,0,1501,770,56,0,1,216000.0
2,0,1501,770,56,0,1,216000.0
2,0,1501,770,56,0,1,216000.0
2,0,1501,770,56,0,1,216000.0
2,0,1501,770,56,0,1,216000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
2,0,9625,1005,140,0,1,98400.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
2,0,6964,771,80,0,1,210000.0
2,0,6964,771,80,0,1,210000.0
2,0,6964,771,80,0,1,210000.0
2,0,6964,771,80,0,1,210000.0
2,0,6964,771,80,0,1,210000.0
2,0,6964,771,80,0,1,210000.0
2,0,6964,771,80,0,1,210000.0
2,0,6964,771,80,0,1,210000.0
2,0,6964,771,80,0,1,210000.0
2,0,6964,771,80,0,1,210000.0
2,0,6964,771,80,0,1,210000.0
2,0,6964,771,80,0,1,210000.0
2,0,6964,771,80,0,1,210000.0
2,0,6964,771,80,0,1,210000.0
2,0,6964,771,80,0,1,210000.0
2,0,6964,771,80,0,1,210000.0
1,0,6905,651,8,0,1,24000.0
3,0,5628,1925,148,0,1,1080000.0
3,0,4732,1200,104,1,1,660000.0
3,0,4732,1200,104,1,1,636000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,7972,800,34,0,1,162000.0
1,0,6905,651,8,0,1,24000.0
1,0,7972,800,34,0,1,162000.0
1,0,7972,800,34,0,1,162000.0
1,0,6905,651,8,0,1,24000.0
1,3,8230,675,47,0,1,57600.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,650,8,0,1,24000.0
1,0,6905,650,8,0,1,24000.0
1,0,6905,650,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,803,670,198,1,1,59400.0
1,0,6905,651,8,0,1,24000.0
3,0,2285,2250,128,0,1,1560000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,609,500,84,1,1,21600.0
2,0,609,700,84,1,1,32400.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,2892,670,190,0,1,33600.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
2,0,1653,860,136,0,1,45600.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
2,0,8272,775,4,0,1,32400.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,650,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,3,1696,310,147,0,1,90000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,9424,575,23,0,1,116400.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,3092,665,5,0,1,33420.0
3,0,1982,1115,217,0,1,79200.0
1,0,4299,650,26,0,1,43200.0
1,0,6905,651,8,0,1,24000.0
2,0,8810,750,47,0,1,67200.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
2,0,9091,960,5,0,1,48000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
3,0,4745,1700,94,0,1,336000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,1666,625,95,0,1,37200.0
1,0,6582,765,157,0,1,110400.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,8986,500,47,1,1,32400.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
2,0,1937,1150,154,0,1,313200.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
3,0,8868,2000,40,0,1,210000.0
1,0,6905,651,8,0,1,24000.0
2,0,8868,3000,40,0,1,240000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
2,0,7985,1150,15,0,1,72000.0
3,0,9030,1200,28,0,1,47880.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,3,4527,560,155,0,1,192000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,3677,620,84,0,1,28800.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
3,0,7981,880,120,0,1,222000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,3013,670,198,1,1,59400.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
1,0,6905,650,8,0,1,24000.0
1,0,6905,651,8,0,1,24000.0
2,0,4952,950,47,0,1,93000.0
2,0,3279,830,9,0,1,87600.0
1,0,8495,485,140,0,1,22740.0
1,0,8500,535,140,1,1,33480.0
1,0,8100,685,205,1,1,43643.99999999999
2,0,8100,1100,205,1,1,78000.0
3,0,6046,1620,47,1,1,80400.0
1,0,7493,590,47,0,1,34500.0
1,0,817,524,136,1,1,19800.0
4,1,6438,6000,31,0,1,780000.0
1,0,817,524,136,1,1,19800.0
3,0,6046,1620,47,1,1,80400.0
1,0,7493,590,47,0,1,34500.0
2,0,852,1270,91,0,1,58800.0
1,0,8653,600,147,1,1,78000.0
1,0,7701,685,76,1,1,54000.0
2,0,4546,560,194,1,0,118800.0
2,0,4546,575,194,1,0,121200.0
2,0,4540,585,120,1,0,164400.00000000003
2,0,4540,600,120,1,0,170400.0
3,0,6966,950,56,1,0,342000.0
2,0,6966,633,56,1,0,226800.0
2,0,6964,643,80,1,0,192000.0
2,0,6964,644,80,1,0,193200.00000000003
1,0,4847,340,190,0,0,29496.0
1,0,4847,447,190,0,0,38784.0
3,0,6951,928,190,1,0,73200.0
1,0,6951,375,190,1,0,29400.0
2,0,6951,595,190,1,0,46800.0
2,0,2666,626,79,1,0,183600.0
2,0,2666,626,79,1,0,183600.0
2,0,2666,706,79,1,0,206400.0
1,0,2666,448,79,1,0,130800.0
2,0,2666,678,79,1,0,199200.0
3,0,1733,1380,56,0,1,444000.0
1,0,7650,660,117,1,0,62400.0
1,0,5133,600,198,0,0,41820.0
1,0,5133,615,198,0,0,41172.0
1,0,7781,395,79,1,0,99600.0
1,0,5133,600,198,0,0,41400.0
1,3,5133,425,198,0,0,26940.0
4,0,7155,2500,23,0,1,600000.0
3,0,3888,1106,41,1,0,312000.0
2,0,5060,624,41,0,0,138000.0
1,0,3209,750,117,0,1,96000.0
3,0,7305,1023,79,1,0,312000.0
2,0,9726,623,79,1,1,219600.0
3,0,9726,1046,79,1,1,369600.0
2,0,3909,1020,147,0,1,276000.0
1,0,3171,322,194,1,0,71988.0
1,3,5133,425,198,0,0,28752.0
1,0,5133,600,198,0,0,41724.00000000001
1,0,5133,600,198,0,0,41256.00000000001
2,0,672,585,80,1,1,175200.0
1,0,672,418,80,1,1,124800.0
2,0,9722,611,31,0,1,212400.0
2,0,2928,558,31,0,1,192000.0
3,0,6999,831,80,1,1,278400.0
2,0,131,636,31,1,1,210000.0
3,0,8324,775,31,1,1,282000.0
1,0,9158,600,140,1,0,42000.0
1,0,8767,600,47,1,0,49200.0
3,0,4762,1395,133,1,0,93600.0
1,0,2000,615,93,0,0,27960.0
2,0,7921,1100,194,0,1,222000.0
2,0,3961,853,194,0,0,118800.0
3,0,8448,1213,194,1,0,304800.0
2,0,8448,993,194,1,0,208800.0
4,0,8448,2680,194,1,0,616800.0
3,0,8448,1665,194,1,0,372000.0
2,0,3100,1155,117,0,1,105420.0
2,0,8104,933,4,1,0,45600.0
2,0,4955,793,84,1,0,33000.0
1,0,8104,675,4,1,0,33600.0
2,0,7695,820,84,0,0,34344.0
1,0,8228,492,84,1,0,19920.000000000004
1,0,4955,625,84,1,0,26160.0
1,0,4074,690,62,1,0,114000.0
3,0,4033,1400,194,0,1,240000.0
3,0,8327,1175,190,1,0,68400.0
3,0,8327,1175,190,1,0,68400.0
3,0,8327,1240,190,1,0,71424.0
1,0,8686,549,124,1,0,52920.0
2,0,3970,752,124,1,0,58788.0
1,0,7332,623,117,0,0,67200.0
2,0,8598,733,117,0,0,102000.0
2,0,9016,970,117,0,1,102000.0
1,0,2434,585,124,1,0,38400.0
2,0,2717,829,117,1,0,138000.0
2,0,1396,1283,220,0,0,312000.0
2,0,8357,799,194,0,1,142800.0
2,0,8358,960,194,0,1,129600.0
1,0,8364,650,194,0,1,94800.0
1,0,8690,543,124,1,0,40800.0
3,0,7333,1251,117,1,0,151200.0
2,0,4910,999,24,0,0,104400.0
2,0,2403,838,117,1,0,126000.0
1,0,2394,769,117,0,0,75600.0
1,0,8598,553,117,0,0,70800.0
1,0,2394,666,117,0,0,75600.0
3,0,1483,1635,189,1,0,228000.0
1,0,2008,436,26,1,0,43440.00000000001
1,0,2008,467,26,1,0,45720.0
1,0,2008,436,26,1,0,43440.00000000001
1,0,2008,501,26,1,0,46800.0
1,0,2008,467,26,1,0,45720.0
2,0,2008,657,26,1,0,66000.0
1,0,2008,501,26,1,0,46800.0
1,0,2008,408,26,1,0,41400.0
1,0,2008,438,26,1,0,44280.0
2,0,2008,657,26,1,0,66000.0
1,0,2008,408,26,1,0,41400.0
1,0,2008,456,26,1,0,44880.0
1,0,2008,438,26,1,0,44280.0
1,0,2008,514,26,1,0,48600.0
1,0,2008,456,26,1,0,44880.0
1,0,2008,505,26,1,0,47400.0
1,0,2008,514,26,1,0,48600.0
1,0,2008,505,26,1,0,47400.0
3,0,1108,1035,15,1,0,46740.00000000001
1,0,1483,750,189,1,0,114000.0
2,0,5239,1048,117,0,1,98160.0
3,0,3905,1545,147,0,1,378000.0
1,0,2448,650,194,0,1,67200.0
1,0,3010,450,194,0,1,52800.0
1,0,9543,650,194,0,1,73200.0
3,0,103,1040,79,0,1,258000.0
2,0,9158,1000,140,1,0,66000.0
1,0,3970,401,124,1,0,41988.0
3,0,2717,1239,117,1,0,156000.0
1,0,8105,630,4,1,0,31440.0
1,3,479,375,84,1,0,17940.0
1,0,544,479,26,1,0,56388.0
1,0,544,432,26,1,0,51600.0
1,0,544,579,26,1,0,68400.0
1,0,3568,645,140,0,1,45600.0
1,0,9309,512,117,1,0,63000.0
2,0,3390,877,24,1,0,140400.0
1,0,1337,687,117,1,0,84000.0
2,0,5026,881,117,1,0,113496.0
2,0,666,1050,191,0,1,78000.0
3,0,2418,1338,117,1,0,207600.0
1,0,9016,782,117,0,1,74400.0
2,0,9316,820,117,0,0,98412.00000000001
2,0,2718,865,117,1,0,138000.0
2,0,7333,867,117,0,0,105600.0
1,0,9300,620,117,1,0,70800.0
2,0,3395,850,24,0,1,130800.0
1,0,3390,616,24,0,1,82800.0
1,0,3390,616,24,0,1,82800.0
1,0,3390,616,24,0,1,82800.0
2,0,7874,618,194,1,0,177600.0
2,0,7874,543,194,1,0,162000.0
3,0,7874,981,194,1,0,282000.0
1,0,5579,650,38,0,1,270000.0
1,0,7650,539,117,1,0,69600.0
1,0,2717,577,117,1,0,106800.0
2,0,7642,1055,117,0,0,101472.0
1,0,7332,674,117,0,0,75720.0
2,0,2006,950,117,0,0,97464.0
2,0,4906,999,117,0,0,100092.0
1,0,7595,747,117,1,0,68556.0
1,0,8686,549,124,1,0,51000.0
2,0,8686,769,124,1,0,75600.0
3,0,8686,1013,124,1,0,99600.0
1,0,8690,549,124,1,0,44400.0
1,0,8690,549,124,1,0,42900.0
1,0,8690,549,124,1,0,45300.0
2,0,8690,742,124,1,0,63000.0
1,0,7599,747,117,0,0,78251.99999999999
2,0,8762,1020,117,0,0,94487.99999999999
2,0,5034,1025,117,0,0,109464.0
1,0,3390,616,24,0,1,82800.0
2,0,2394,1137,117,0,0,94800.0
1,0,7650,539,117,1,0,69600.0
1,0,9300,590,117,1,0,70800.0
2,0,5252,516,194,1,0,142800.0
2,0,5252,646,194,1,0,178800.0
2,0,2687,712,194,1,0,175200.0
2,0,2687,712,194,1,0,175200.0
1,0,8485,555,22,1,1,78000.0
1,0,2403,625,117,1,0,92400.0
1,0,2655,652,117,0,0,78000.0
2,0,2718,953,117,1,0,150000.0
1,0,7642,705,117,1,0,67008.0
2,0,7332,864,117,1,0,95387.99999999999
1,0,7901,609,124,1,0,44400.0
2,0,2418,945,117,1,0,159600.0
2,0,3390,877,24,1,0,140400.0
3,0,4983,1527,108,1,0,348000.0
1,0,8103,625,50,0,0,39600.0
2,0,2403,831,117,1,0,118800.0
1,0,2403,578,117,1,0,85200.0
1,0,7595,634,117,1,0,77328.0
2,0,4906,999,117,0,0,100092.0
2,0,4906,999,117,0,0,100092.0
2,0,4906,999,117,0,0,100092.0
1,0,2402,405,117,1,0,79187.99999999999
3,0,2402,799,117,1,0,150000.0
1,0,2402,431,117,1,0,82800.0
1,0,2402,399,117,1,0,75588.0
3,0,2402,1010,117,1,0,160800.0
2,0,2402,578,117,1,0,113988.0
2,0,2402,516,117,1,0,108000.0
1,0,416,395,117,1,0,77100.0
2,0,416,554,117,1,0,96419.99999999999
2,0,416,544,117,1,0,94140.0
2,0,416,558,117,1,0,98519.99999999999
1,0,416,377,117,1,0,73440.0
2,0,416,566,117,1,0,101400.0
1,0,3390,616,24,0,1,82800.0
1,0,3390,616,24,0,1,82800.0
1,0,3390,616,24,0,1,82800.0
2,0,3395,850,24,1,0,130800.0
1,0,7650,539,117,1,0,69600.0
2,0,7650,912,117,0,0,100800.0
2,0,7650,912,117,0,0,100800.0
1,0,7650,539,117,1,0,69600.0
1,0,2416,263,117,1,0,61536.0
1,0,2416,266,117,1,0,62244.0
1,0,8170,575,117,0,1,80400.0
2,0,8170,816,117,0,1,110400.0
3,0,657,1144,117,0,0,182400.0
1,0,8502,451,117,1,0,77856.0
3,0,8502,902,117,1,0,154800.0
2,0,8502,687,117,1,0,118620.0
2,0,8502,590,117,1,0,101964.0
2,0,8502,615,117,1,0,106272.0
1,0,9360,600,84,0,0,29760.0
1,0,1947,443,59,0,0,162000.0
2,0,3156,840,194,0,1,120000.0
2,0,8357,790,194,0,1,142800.0
2,0,3156,680,194,0,1,105600.0
2,0,3156,760,194,0,1,126000.0
2,0,3156,760,194,0,1,124800.0
1,0,3113,667,194,0,1,84000.0
1,0,3119,667,194,0,1,84000.0
1,0,3119,667,194,0,1,84000.0
2,0,2220,680,194,0,1,198000.0
2,0,1473,698,194,0,1,100800.0
2,0,9695,850,194,0,1,138000.0
3,0,3156,1070,194,0,1,168000.0
2,0,9300,1050,117,1,0,103200.0
2,0,5922,890,108,0,1,210000.0
1,0,4160,750,4,0,0,42000.0
2,0,3530,830,81,0,1,290400.0
3,0,3203,1845,194,0,1,282000.0
3,0,3203,1845,194,0,1,284400.0
2,0,488,941,5,1,0,46800.0
1,0,4333,610,117,0,1,78000.0
2,0,5316,1050,4,0,1,48000.0
2,0,7652,680,117,1,0,97200.0
3,0,9445,1093,32,1,0,396000.0
3,0,1777,1320,34,1,0,402000.0
2,0,2719,750,194,0,1,108000.0
3,0,2813,1300,205,0,1,102000.0
2,0,3062,810,194,0,1,144000.0
2,0,1034,1250,132,0,1,216000.0
3,0,2206,1600,147,0,1,510000.0
3,0,2206,1600,147,0,1,570000.0
3,0,2206,1650,147,0,1,540000.0
2,0,3546,1100,26,0,1,228000.0
2,0,4694,900,95,0,1,54000.0
1,0,4264,910,140,1,0,61200.0
1,3,4264,340,140,1,0,21479.999999999996
1,0,4333,610,117,0,1,66000.0
2,0,2287,750,117,0,1,105600.0
2,0,9307,780,117,0,1,138000.0
2,0,5169,900,117,0,0,118320.0
2,0,460,650,41,1,0,120000.0
2,0,3464,950,117,0,1,91200.0
1,0,8054,650,117,0,1,74400.0
1,0,2294,696,117,0,1,72000.0
3,0,7305,1275,79,0,1,301199.99999999994
3,0,7305,1275,79,1,0,301199.99999999994
3,0,7305,1275,79,1,0,301199.99999999994
3,0,7305,1275,79,0,1,301199.99999999994
3,0,3248,1620,194,0,1,240000.0
1,0,3715,500,217,1,0,36000.0
2,0,1078,750,117,1,0,93060.0
1,3,3544,390,50,0,0,26400.0
1,0,4332,550,117,0,1,84000.0
3,0,8862,1450,208,0,1,210000.0
3,0,7305,1275,79,0,1,301199.99999999994
3,0,7305,1275,79,0,1,301199.99999999994
1,0,1078,525,117,1,0,65988.0
2,0,4264,900,140,1,0,60000.0
3,0,7305,1275,79,1,0,301199.99999999994
2,0,1082,990,117,0,1,114000.0
1,0,1607,520,79,0,0,93600.0
1,0,1607,520,79,1,0,93600.0
1,0,1607,520,79,1,0,93600.0
2,0,7311,890,79,0,1,252000.0
2,0,7311,890,79,1,0,252000.0
2,0,7311,890,79,1,0,252000.0
2,0,7311,890,79,1,0,252000.0
2,0,7642,850,117,1,0,97200.0
2,0,2949,950,194,1,1,132000.0
3,0,8448,1650,194,0,0,468000.0
2,0,3072,790,217,0,1,42600.0
2,0,7933,750,108,1,0,204000.0
2,0,2576,800,108,0,1,222000.0
1,0,4333,560,117,0,1,80400.0
1,0,6185,500,100,0,1,168000.0
1,3,4258,410,198,0,1,30000.0
3,0,4711,1650,198,0,1,210000.0
1,0,3938,495,117,0,1,63600.0
3,0,2116,1400,59,0,1,900000.0
3,0,7869,2000,192,0,1,960000.0
3,0,7620,1575,192,0,1,1140000.0
3,4,2315,1300,205,0,0,192000.0
2,0,3530,830,81,0,1,290400.0
3,0,341,1315,220,0,1,336000.0
3,0,6083,1255,220,0,1,330000.0
3,0,345,1315,220,0,1,372000.0
2,0,5518,955,220,0,1,216000.0
1,0,7087,575,141,0,1,138000.0
2,0,3213,1350,220,0,1,342000.0
2,0,3176,1400,220,0,1,330000.0
2,0,334,965,220,0,1,198000.0
1,0,4473,650,4,0,1,31200.0
2,0,3530,830,81,0,1,290400.0
2,0,1915,1280,198,0,1,108000.0
3,0,2813,1350,205,0,1,102000.0
1,3,4695,410,140,0,1,22800.0
1,0,6185,500,100,0,1,172800.0
2,0,6886,1050,194,0,1,126000.0
2,0,3249,1026,100,0,1,510000.0
3,0,307,1340,205,0,1,120000.0
2,0,837,800,23,0,1,162000.0
2,0,7119,700,194,0,1,98400.0
2,0,194,675,23,0,1,156000.0
2,0,5961,814,23,0,1,174000.0
2,0,3722,800,23,0,1,222000.0
2,0,7097,571,81,1,0,204000.0
2,0,7097,571,81,1,0,204000.0
1,0,7097,401,81,1,0,142800.0
1,0,7097,401,81,1,0,142800.0
1,0,5132,636,57,1,0,114000.0
2,0,9692,1055,57,0,1,210000.0
1,3,7448,450,57,0,1,87600.0
1,0,8936,765,57,0,1,102000.0
1,0,5132,668,57,1,0,132000.0
1,0,1373,670,198,0,1,45600.0
3,0,8785,1149,88,0,0,43200.0
1,0,7448,644,57,0,1,132000.0
1,0,298,620,217,0,0,47220.0
1,0,2415,580,117,0,1,63600.0
2,0,2415,965,117,0,1,98400.0
1,0,2415,650,117,0,1,81600.0
1,0,2415,450,117,0,1,66000.0
1,0,2415,560,117,0,1,67200.0
1,0,2415,650,117,0,1,62400.0
2,0,3555,780,117,1,0,138000.0
2,0,6020,800,76,0,1,50400.0
1,0,3585,550,76,0,1,44400.0
2,0,5960,1050,76,0,1,87600.0
2,0,2415,980,117,0,1,96000.0
1,0,366,660,117,0,1,72000.0
1,0,3563,630,117,0,1,70800.0
1,0,6136,660,117,0,1,58200.0
1,0,6989,650,117,0,1,66000.0
1,0,6989,550,117,0,1,54000.0
1,0,1267,685,117,0,1,78000.0
2,0,1267,1020,117,0,1,96000.0
1,0,2394,768,117,0,1,84000.0
2,0,2394,1020,117,1,0,126000.0
1,0,2419,700,117,0,1,93600.0
1,0,2420,638,117,0,1,84000.0
1,0,2415,580,117,0,1,78000.0
1,0,2478,658,117,0,1,69600.0
1,0,2418,560,117,1,0,60000.0
